income_bin,Ethnic,rural,distance,FIND_DIV_1000,dp
"(140.6,141.6]",Asian,Rural,13.77068046,141,dp1
"(140.6,141.6]",Asian,Urban,2.389262094,141,dp1
"(140.6,141.6]",Black or African American,Rural,20.58097519,141,dp1
"(140.6,141.6]",Black or African American,Urban,3.929264876,141,dp1
"(140.6,141.6]",Hispanic,Rural,15.42699225,141,dp1
"(140.6,141.6]",Hispanic,Urban,3.602221825,141,dp1
"(140.6,141.6]",White,Rural,18.33977593,141,dp1
"(140.6,141.6]",White,Urban,4.753121715,141,dp1
"(141.6,142.6]",Asian,Rural,35.40132214,142,dp1
"(141.6,142.6]",Asian,Urban,2.451866485,142,dp1
"(141.6,142.6]",Black or African American,Rural,27.55313464,142,dp1
"(141.6,142.6]",Black or African American,Urban,3.966129327,142,dp1
"(141.6,142.6]",Hispanic,Rural,56.33083274,142,dp1
"(141.6,142.6]",Hispanic,Urban,3.579743619,142,dp1
"(141.6,142.6]",White,Rural,18.74620519,142,dp1
"(141.6,142.6]",White,Urban,4.827467088,142,dp1
"(142.6,143.6]",Asian,Rural,12.51679851,143,dp1
"(142.6,143.6]",Asian,Urban,2.636362426,143,dp1
"(142.6,143.6]",Black or African American,Rural,19.71352528,143,dp1
"(142.6,143.6]",Black or African American,Urban,4.816497678,143,dp1
"(142.6,143.6]",Hispanic,Rural,18.68938953,143,dp1
"(142.6,143.6]",Hispanic,Urban,3.896565445,143,dp1
"(142.6,143.6]",White,Rural,18.60478231,143,dp1
"(142.6,143.6]",White,Urban,4.956258096,143,dp1
"(143.6,144.6]",Asian,Rural,10.07954618,144,dp1
"(143.6,144.6]",Asian,Urban,2.460070691,144,dp1
"(143.6,144.6]",Black or African American,Rural,21.64995111,144,dp1
"(143.6,144.6]",Black or African American,Urban,4.081006543,144,dp1
"(143.6,144.6]",Hispanic,Rural,13.14543389,144,dp1
"(143.6,144.6]",Hispanic,Urban,3.708799116,144,dp1
"(143.6,144.6]",White,Rural,17.30257121,144,dp1
"(143.6,144.6]",White,Urban,4.827073387,144,dp1
"(144.6,145.6]",Asian,Rural,11.87994437,145,dp1
"(144.6,145.6]",Asian,Urban,2.347857224,145,dp1
"(144.6,145.6]",Black or African American,Rural,21.86700407,145,dp1
"(144.6,145.6]",Black or African American,Urban,4.042421548,145,dp1
"(144.6,145.6]",Hispanic,Rural,15.31903916,145,dp1
"(144.6,145.6]",Hispanic,Urban,3.562954935,145,dp1
"(144.6,145.6]",White,Rural,18.08891011,145,dp1
"(144.6,145.6]",White,Urban,4.787937353,145,dp1
"(145.6,146.6]",Asian,Rural,16.46067607,146,dp1
"(145.6,146.6]",Asian,Urban,2.397087924,146,dp1
"(145.6,146.6]",Black or African American,Rural,17.15486042,146,dp1
"(145.6,146.6]",Black or African American,Urban,3.786508075,146,dp1
"(145.6,146.6]",Hispanic,Rural,15.02279307,146,dp1
"(145.6,146.6]",Hispanic,Urban,3.545382884,146,dp1
"(145.6,146.6]",White,Rural,17.72764849,146,dp1
"(145.6,146.6]",White,Urban,4.677062296,146,dp1
"(146.6,147.6]",Asian,Rural,8.456855016,147,dp1
"(146.6,147.6]",Asian,Urban,2.374290725,147,dp1
"(146.6,147.6]",Black or African American,Rural,20.33676799,147,dp1
"(146.6,147.6]",Black or African American,Urban,4.074113895,147,dp1
"(146.6,147.6]",Hispanic,Rural,13.88093277,147,dp1
"(146.6,147.6]",Hispanic,Urban,3.664565019,147,dp1
"(146.6,147.6]",White,Rural,17.27047033,147,dp1
"(146.6,147.6]",White,Urban,4.743594057,147,dp1
"(147.6,148.6]",Asian,Rural,11.91272619,148,dp1
"(147.6,148.6]",Asian,Urban,2.911848068,148,dp1
"(147.6,148.6]",Black or African American,Rural,18.86955729,148,dp1
"(147.6,148.6]",Black or African American,Urban,4.871680273,148,dp1
"(147.6,148.6]",Hispanic,Rural,15.18379264,148,dp1
"(147.6,148.6]",Hispanic,Urban,4.351411057,148,dp1
"(147.6,148.6]",White,Rural,17.27577219,148,dp1
"(147.6,148.6]",White,Urban,5.101656509,148,dp1
"(148.6,149.5]",Asian,Rural,77.35736266,149,dp1
"(148.6,149.5]",Asian,Urban,2.555087292,149,dp1
"(148.6,149.5]",Black or African American,Rural,42.62785586,149,dp1
"(148.6,149.5]",Black or African American,Urban,4.390436501,149,dp1
"(148.6,149.5]",Hispanic,Rural,128.9653567,149,dp1
"(148.6,149.5]",Hispanic,Urban,3.829261178,149,dp1
"(148.6,149.5]",White,Rural,22.09454468,149,dp1
"(148.6,149.5]",White,Urban,4.899361737,149,dp1
"(149.5,150.5]",Asian,Rural,19.23935648,150,dp1
"(149.5,150.5]",Asian,Urban,3.413083848,150,dp1
"(149.5,150.5]",Black or African American,Rural,25.61211024,150,dp1
"(149.5,150.5]",Black or African American,Urban,5.79160109,150,dp1
"(149.5,150.5]",Hispanic,Rural,17.50098843,150,dp1
"(149.5,150.5]",Hispanic,Urban,5.404737194,150,dp1
"(149.5,150.5]",White,Rural,19.57669323,150,dp1
"(149.5,150.5]",White,Urban,7.498421087,150,dp1
"(150.5,151.5]",Asian,Rural,11.03158955,151,dp1
"(150.5,151.5]",Asian,Urban,2.403818574,151,dp1
"(150.5,151.5]",Black or African American,Rural,17.22803366,151,dp1
"(150.5,151.5]",Black or African American,Urban,3.808359716,151,dp1
"(150.5,151.5]",Hispanic,Rural,13.38940559,151,dp1
"(150.5,151.5]",Hispanic,Urban,3.528893564,151,dp1
"(150.5,151.5]",White,Rural,17.14337392,151,dp1
"(150.5,151.5]",White,Urban,4.574997219,151,dp1
"(151.5,152.5]",Asian,Rural,7.626403808,152,dp1
"(151.5,152.5]",Asian,Urban,2.350932552,152,dp1
"(151.5,152.5]",Black or African American,Rural,19.14032579,152,dp1
"(151.5,152.5]",Black or African American,Urban,3.655988482,152,dp1
"(151.5,152.5]",Hispanic,Rural,13.42495299,152,dp1
"(151.5,152.5]",Hispanic,Urban,3.417763232,152,dp1
"(151.5,152.5]",White,Rural,16.76491181,152,dp1
"(151.5,152.5]",White,Urban,4.475852016,152,dp1
"(152.5,153.5]",Asian,Rural,12.01391051,153,dp1
"(152.5,153.5]",Asian,Urban,2.308339843,153,dp1
"(152.5,153.5]",Black or African American,Rural,22.14469269,153,dp1
"(152.5,153.5]",Black or African American,Urban,3.607300052,153,dp1
"(152.5,153.5]",Hispanic,Rural,13.88568182,153,dp1
"(152.5,153.5]",Hispanic,Urban,3.530737447,153,dp1
"(152.5,153.5]",White,Rural,17.63742119,153,dp1
"(152.5,153.5]",White,Urban,4.403593112,153,dp1
"(153.5,154.5]",Asian,Rural,15.48739749,154,dp1
"(153.5,154.5]",Asian,Urban,2.307133962,154,dp1
"(153.5,154.5]",Black or African American,Rural,20.08381431,154,dp1
"(153.5,154.5]",Black or African American,Urban,3.681522317,154,dp1
"(153.5,154.5]",Hispanic,Rural,12.75273176,154,dp1
"(153.5,154.5]",Hispanic,Urban,3.389363794,154,dp1
"(153.5,154.5]",White,Rural,17.73208886,154,dp1
"(153.5,154.5]",White,Urban,4.506321558,154,dp1
"(154.5,155.5]",Asian,Rural,15.50594144,155,dp1
"(154.5,155.5]",Asian,Urban,2.340386883,155,dp1
"(154.5,155.5]",Black or African American,Rural,23.32086727,155,dp1
"(154.5,155.5]",Black or African American,Urban,4.140409424,155,dp1
"(154.5,155.5]",Hispanic,Rural,14.15359081,155,dp1
"(154.5,155.5]",Hispanic,Urban,3.420018697,155,dp1
"(154.5,155.5]",White,Rural,16.93680791,155,dp1
"(154.5,155.5]",White,Urban,4.495182868,155,dp1
"(155.5,156.5]",Asian,Rural,8.88913207,156,dp1
"(155.5,156.5]",Asian,Urban,2.287038233,156,dp1
"(155.5,156.5]",Black or African American,Rural,19.69432034,156,dp1
"(155.5,156.5]",Black or African American,Urban,3.636819037,156,dp1
"(155.5,156.5]",Hispanic,Rural,14.09626961,156,dp1
"(155.5,156.5]",Hispanic,Urban,3.577241421,156,dp1
"(155.5,156.5]",White,Rural,17.25845677,156,dp1
"(155.5,156.5]",White,Urban,4.479462899,156,dp1
"(156.5,157.5]",Asian,Rural,11.04467969,157,dp1
"(156.5,157.5]",Asian,Urban,2.433673787,157,dp1
"(156.5,157.5]",Black or African American,Rural,18.00392542,157,dp1
"(156.5,157.5]",Black or African American,Urban,4.09805246,157,dp1
"(156.5,157.5]",Hispanic,Rural,15.55285916,157,dp1
"(156.5,157.5]",Hispanic,Urban,3.562526733,157,dp1
"(156.5,157.5]",White,Rural,16.30935462,157,dp1
"(156.5,157.5]",White,Urban,4.679049292,157,dp1
"(157.5,158.4]",Asian,Rural,11.14896662,158,dp1
"(157.5,158.4]",Asian,Urban,2.305255583,158,dp1
"(157.5,158.4]",Black or African American,Rural,16.46197316,158,dp1
"(157.5,158.4]",Black or African American,Urban,4.426610342,158,dp1
"(157.5,158.4]",Hispanic,Rural,14.15355145,158,dp1
"(157.5,158.4]",Hispanic,Urban,3.301032514,158,dp1
"(157.5,158.4]",White,Rural,17.47743432,158,dp1
"(157.5,158.4]",White,Urban,4.5071307,158,dp1
"(158.4,159.4]",Asian,Rural,12.00555174,159,dp1
"(158.4,159.4]",Asian,Urban,2.360459711,159,dp1
"(158.4,159.4]",Black or African American,Rural,16.19256598,159,dp1
"(158.4,159.4]",Black or African American,Urban,3.650677432,159,dp1
"(158.4,159.4]",Hispanic,Rural,14.32816752,159,dp1
"(158.4,159.4]",Hispanic,Urban,3.28098628,159,dp1
"(158.4,159.4]",White,Rural,16.74213164,159,dp1
"(158.4,159.4]",White,Urban,4.547647824,159,dp1
"(159.4,160.4]",Asian,Rural,8.064394952,160,dp1
"(159.4,160.4]",Asian,Urban,2.365897844,160,dp1
"(159.4,160.4]",Black or African American,Rural,18.15033887,160,dp1
"(159.4,160.4]",Black or African American,Urban,3.866509727,160,dp1
"(159.4,160.4]",Hispanic,Rural,14.49228977,160,dp1
"(159.4,160.4]",Hispanic,Urban,3.384851304,160,dp1
"(159.4,160.4]",White,Rural,17.36174389,160,dp1
"(159.4,160.4]",White,Urban,4.5062035,160,dp1
"(160.4,161.4]",Asian,Rural,8.733699547,161,dp1
"(160.4,161.4]",Asian,Urban,2.274552352,161,dp1
"(160.4,161.4]",Black or African American,Rural,18.85959135,161,dp1
"(160.4,161.4]",Black or African American,Urban,3.883252597,161,dp1
"(160.4,161.4]",Hispanic,Rural,13.3641142,161,dp1
"(160.4,161.4]",Hispanic,Urban,3.406578816,161,dp1
"(160.4,161.4]",White,Rural,17.11981307,161,dp1
"(160.4,161.4]",White,Urban,4.441071,161,dp1
"(161.4,162.4]",Asian,Rural,11.01934391,162,dp1
"(161.4,162.4]",Asian,Urban,2.791939002,162,dp1
"(161.4,162.4]",Black or African American,Rural,25.02910429,162,dp1
"(161.4,162.4]",Black or African American,Urban,3.843350856,162,dp1
"(161.4,162.4]",Hispanic,Rural,12.54202347,162,dp1
"(161.4,162.4]",Hispanic,Urban,4.166261107,162,dp1
"(161.4,162.4]",White,Rural,17.24991314,162,dp1
"(161.4,162.4]",White,Urban,4.739454372,162,dp1
"(162.4,163.4]",Asian,Rural,11.65967256,163,dp1
"(162.4,163.4]",Asian,Urban,2.268337833,163,dp1
"(162.4,163.4]",Black or African American,Rural,19.45415778,163,dp1
"(162.4,163.4]",Black or African American,Urban,4.022207126,163,dp1
"(162.4,163.4]",Hispanic,Rural,12.30657641,163,dp1
"(162.4,163.4]",Hispanic,Urban,3.489790963,163,dp1
"(162.4,163.4]",White,Rural,16.50219725,163,dp1
"(162.4,163.4]",White,Urban,4.658813911,163,dp1
"(163.4,164.4]",Asian,Rural,9.546384669,164,dp1
"(163.4,164.4]",Asian,Urban,2.332798212,164,dp1
"(163.4,164.4]",Black or African American,Rural,20.42057913,164,dp1
"(163.4,164.4]",Black or African American,Urban,3.957065085,164,dp1
"(163.4,164.4]",Hispanic,Rural,12.51681685,164,dp1
"(163.4,164.4]",Hispanic,Urban,3.784709545,164,dp1
"(163.4,164.4]",White,Rural,16.49993267,164,dp1
"(163.4,164.4]",White,Urban,4.510454831,164,dp1
"(164.4,165.4]",Asian,Rural,11.94506565,165,dp1
"(164.4,165.4]",Asian,Urban,2.319891604,165,dp1
"(164.4,165.4]",Black or African American,Rural,17.32725016,165,dp1
"(164.4,165.4]",Black or African American,Urban,3.773213182,165,dp1
"(164.4,165.4]",Hispanic,Rural,12.17442283,165,dp1
"(164.4,165.4]",Hispanic,Urban,3.434124723,165,dp1
"(164.4,165.4]",White,Rural,17.56982125,165,dp1
"(164.4,165.4]",White,Urban,4.392904622,165,dp1
"(165.4,166.4]",Asian,Rural,9.6256312,166,dp1
"(165.4,166.4]",Asian,Urban,2.347803705,166,dp1
"(165.4,166.4]",Black or African American,Rural,16.17153376,166,dp1
"(165.4,166.4]",Black or African American,Urban,3.73069843,166,dp1
"(165.4,166.4]",Hispanic,Rural,13.35103804,166,dp1
"(165.4,166.4]",Hispanic,Urban,3.481870866,166,dp1
"(165.4,166.4]",White,Rural,16.78853157,166,dp1
"(165.4,166.4]",White,Urban,4.494564739,166,dp1
"(166.4,167.4]",Asian,Rural,10.88215867,167,dp1
"(166.4,167.4]",Asian,Urban,2.311142687,167,dp1
"(166.4,167.4]",Black or African American,Rural,23.31952638,167,dp1
"(166.4,167.4]",Black or African American,Urban,4.361449707,167,dp1
"(166.4,167.4]",Hispanic,Rural,13.81898708,167,dp1
"(166.4,167.4]",Hispanic,Urban,3.682276451,167,dp1
"(166.4,167.4]",White,Rural,16.62061767,167,dp1
"(166.4,167.4]",White,Urban,4.503232842,167,dp1
"(167.4,168.3]",Asian,Rural,7.880212014,168,dp1
"(167.4,168.3]",Asian,Urban,2.412829853,168,dp1
"(167.4,168.3]",Black or African American,Rural,19.27133547,168,dp1
"(167.4,168.3]",Black or African American,Urban,4.090744662,168,dp1
"(167.4,168.3]",Hispanic,Rural,14.55877969,168,dp1
"(167.4,168.3]",Hispanic,Urban,3.824828357,168,dp1
"(167.4,168.3]",White,Rural,16.10969911,168,dp1
"(167.4,168.3]",White,Urban,4.67145528,168,dp1
"(168.3,169.3]",Asian,Rural,6.756499193,169,dp1
"(168.3,169.3]",Asian,Urban,2.302275378,169,dp1
"(168.3,169.3]",Black or African American,Rural,20.18951306,169,dp1
"(168.3,169.3]",Black or African American,Urban,5.519821118,169,dp1
"(168.3,169.3]",Hispanic,Rural,12.78574439,169,dp1
"(168.3,169.3]",Hispanic,Urban,4.29509266,169,dp1
"(168.3,169.3]",White,Rural,16.18622571,169,dp1
"(168.3,169.3]",White,Urban,4.971754628,169,dp1
"(169.3,170.3]",Asian,Rural,12.81991246,170,dp1
"(169.3,170.3]",Asian,Urban,2.294934227,170,dp1
"(169.3,170.3]",Black or African American,Rural,20.10861818,170,dp1
"(169.3,170.3]",Black or African American,Urban,4.027991471,170,dp1
"(169.3,170.3]",Hispanic,Rural,12.40974175,170,dp1
"(169.3,170.3]",Hispanic,Urban,3.471377836,170,dp1
"(169.3,170.3]",White,Rural,16.41404107,170,dp1
"(169.3,170.3]",White,Urban,4.433756156,170,dp1
"(170.3,171.3]",Asian,Rural,63.8220755,171,dp1
"(170.3,171.3]",Asian,Urban,2.332334756,171,dp1
"(170.3,171.3]",Black or African American,Rural,60.97472299,171,dp1
"(170.3,171.3]",Black or African American,Urban,3.492116179,171,dp1
"(170.3,171.3]",Hispanic,Rural,60.53589971,171,dp1
"(170.3,171.3]",Hispanic,Urban,3.664333312,171,dp1
"(170.3,171.3]",White,Rural,18.19966755,171,dp1
"(170.3,171.3]",White,Urban,4.42941421,171,dp1
"(171.3,172.3]",Asian,Rural,11.38811902,172,dp1
"(171.3,172.3]",Asian,Urban,2.34788196,172,dp1
"(171.3,172.3]",Black or African American,Rural,18.86264793,172,dp1
"(171.3,172.3]",Black or African American,Urban,4.367971925,172,dp1
"(171.3,172.3]",Hispanic,Rural,12.25863786,172,dp1
"(171.3,172.3]",Hispanic,Urban,3.583706271,172,dp1
"(171.3,172.3]",White,Rural,16.78934434,172,dp1
"(171.3,172.3]",White,Urban,4.369700453,172,dp1
"(172.3,173.3]",Asian,Rural,9.188109284,173,dp1
"(172.3,173.3]",Asian,Urban,2.561472551,173,dp1
"(172.3,173.3]",Black or African American,Rural,15.60203747,173,dp1
"(172.3,173.3]",Black or African American,Urban,4.331635752,173,dp1
"(172.3,173.3]",Hispanic,Rural,15.81462568,173,dp1
"(172.3,173.3]",Hispanic,Urban,3.432160291,173,dp1
"(172.3,173.3]",White,Rural,17.22801281,173,dp1
"(172.3,173.3]",White,Urban,4.51611704,173,dp1
"(173.3,174.3]",Asian,Rural,14.39034895,174,dp1
"(173.3,174.3]",Asian,Urban,2.8116429,174,dp1
"(173.3,174.3]",Black or African American,Rural,16.7113076,174,dp1
"(173.3,174.3]",Black or African American,Urban,5.758025884,174,dp1
"(173.3,174.3]",Hispanic,Rural,14.25715159,174,dp1
"(173.3,174.3]",Hispanic,Urban,4.099207606,174,dp1
"(173.3,174.3]",White,Rural,17.27267999,174,dp1
"(173.3,174.3]",White,Urban,4.65197011,174,dp1
"(174.3,175.3]",Asian,Rural,10.32956099,175,dp1
"(174.3,175.3]",Asian,Urban,2.412165847,175,dp1
"(174.3,175.3]",Black or African American,Rural,20.58500142,175,dp1
"(174.3,175.3]",Black or African American,Urban,3.668057527,175,dp1
"(174.3,175.3]",Hispanic,Rural,14.11560565,175,dp1
"(174.3,175.3]",Hispanic,Urban,3.525612464,175,dp1
"(174.3,175.3]",White,Rural,16.57661848,175,dp1
"(174.3,175.3]",White,Urban,4.477431564,175,dp1
"(175.3,176.3]",Asian,Rural,10.18588982,176,dp1
"(175.3,176.3]",Asian,Urban,2.345350317,176,dp1
"(175.3,176.3]",Black or African American,Rural,16.33024966,176,dp1
"(175.3,176.3]",Black or African American,Urban,3.897549782,176,dp1
"(175.3,176.3]",Hispanic,Rural,13.94791616,176,dp1
"(175.3,176.3]",Hispanic,Urban,3.454822125,176,dp1
"(175.3,176.3]",White,Rural,16.28078905,176,dp1
"(175.3,176.3]",White,Urban,4.534167174,176,dp1
"(176.3,177.3]",Asian,Rural,9.491728364,177,dp1
"(176.3,177.3]",Asian,Urban,2.930081354,177,dp1
"(176.3,177.3]",Black or African American,Rural,16.60256148,177,dp1
"(176.3,177.3]",Black or African American,Urban,8.517132109,177,dp1
"(176.3,177.3]",Hispanic,Rural,12.92546145,177,dp1
"(176.3,177.3]",Hispanic,Urban,4.358714309,177,dp1
"(176.3,177.3]",White,Rural,16.80251698,177,dp1
"(176.3,177.3]",White,Urban,5.435714147,177,dp1
"(177.3,178.2]",Asian,Rural,9.411498368,178,dp1
"(177.3,178.2]",Asian,Urban,2.414306419,178,dp1
"(177.3,178.2]",Black or African American,Rural,18.39392502,178,dp1
"(177.3,178.2]",Black or African American,Urban,3.843287869,178,dp1
"(177.3,178.2]",Hispanic,Rural,11.84428153,178,dp1
"(177.3,178.2]",Hispanic,Urban,3.609511457,178,dp1
"(177.3,178.2]",White,Rural,16.99920444,178,dp1
"(177.3,178.2]",White,Urban,4.608003126,178,dp1
"(178.2,179.2]",Asian,Rural,8.909696361,179,dp1
"(178.2,179.2]",Asian,Urban,2.457238703,179,dp1
"(178.2,179.2]",Black or African American,Rural,22.45705577,179,dp1
"(178.2,179.2]",Black or African American,Urban,3.779942131,179,dp1
"(178.2,179.2]",Hispanic,Rural,14.12191213,179,dp1
"(178.2,179.2]",Hispanic,Urban,3.50604167,179,dp1
"(178.2,179.2]",White,Rural,16.32106255,179,dp1
"(178.2,179.2]",White,Urban,4.443432323,179,dp1
"(179.2,180.2]",Asian,Rural,9.768719922,180,dp1
"(179.2,180.2]",Asian,Urban,2.309334733,180,dp1
"(179.2,180.2]",Black or African American,Rural,18.13404042,180,dp1
"(179.2,180.2]",Black or African American,Urban,4.184801983,180,dp1
"(179.2,180.2]",Hispanic,Rural,10.76087062,180,dp1
"(179.2,180.2]",Hispanic,Urban,3.787907594,180,dp1
"(179.2,180.2]",White,Rural,15.83150315,180,dp1
"(179.2,180.2]",White,Urban,4.48249349,180,dp1
"(180.2,181.2]",Asian,Rural,9.790867411,181,dp1
"(180.2,181.2]",Asian,Urban,2.303640174,181,dp1
"(180.2,181.2]",Black or African American,Rural,16.50953048,181,dp1
"(180.2,181.2]",Black or African American,Urban,3.852624028,181,dp1
"(180.2,181.2]",Hispanic,Rural,19.74410896,181,dp1
"(180.2,181.2]",Hispanic,Urban,3.520193929,181,dp1
"(180.2,181.2]",White,Rural,17.97382684,181,dp1
"(180.2,181.2]",White,Urban,4.478221127,181,dp1
"(181.2,182.2]",Asian,Rural,7.33493958,182,dp1
"(181.2,182.2]",Asian,Urban,2.471157821,182,dp1
"(181.2,182.2]",Black or African American,Rural,17.89865897,182,dp1
"(181.2,182.2]",Black or African American,Urban,4.356948229,182,dp1
"(181.2,182.2]",Hispanic,Rural,11.4524696,182,dp1
"(181.2,182.2]",Hispanic,Urban,3.562776118,182,dp1
"(181.2,182.2]",White,Rural,15.98672632,182,dp1
"(181.2,182.2]",White,Urban,4.703131235,182,dp1
"(182.2,183.2]",Asian,Rural,13.15850604,183,dp1
"(182.2,183.2]",Asian,Urban,2.376431318,183,dp1
"(182.2,183.2]",Black or African American,Rural,13.01013756,183,dp1
"(182.2,183.2]",Black or African American,Urban,3.81797645,183,dp1
"(182.2,183.2]",Hispanic,Rural,13.01584998,183,dp1
"(182.2,183.2]",Hispanic,Urban,3.512079234,183,dp1
"(182.2,183.2]",White,Rural,16.98282532,183,dp1
"(182.2,183.2]",White,Urban,4.533396679,183,dp1
"(183.2,184.2]",Asian,Rural,9.249910051,184,dp1
"(183.2,184.2]",Asian,Urban,2.341670562,184,dp1
"(183.2,184.2]",Black or African American,Rural,15.93550906,184,dp1
"(183.2,184.2]",Black or African American,Urban,4.392054271,184,dp1
"(183.2,184.2]",Hispanic,Rural,12.12438575,184,dp1
"(183.2,184.2]",Hispanic,Urban,3.600327609,184,dp1
"(183.2,184.2]",White,Rural,16.12055245,184,dp1
"(183.2,184.2]",White,Urban,4.434368343,184,dp1
"(184.2,185.2]",Asian,Rural,11.35269883,185,dp1
"(184.2,185.2]",Asian,Urban,2.30582094,185,dp1
"(184.2,185.2]",Black or African American,Rural,17.65701276,185,dp1
"(184.2,185.2]",Black or African American,Urban,3.823233446,185,dp1
"(184.2,185.2]",Hispanic,Rural,11.96132449,185,dp1
"(184.2,185.2]",Hispanic,Urban,3.498229774,185,dp1
"(184.2,185.2]",White,Rural,17.31541628,185,dp1
"(184.2,185.2]",White,Urban,4.441710227,185,dp1
"(185.2,186.2]",Asian,Rural,12.47528891,186,dp1
"(185.2,186.2]",Asian,Urban,2.442206052,186,dp1
"(185.2,186.2]",Black or African American,Rural,22.88732958,186,dp1
"(185.2,186.2]",Black or African American,Urban,3.887091875,186,dp1
"(185.2,186.2]",Hispanic,Rural,15.41903362,186,dp1
"(185.2,186.2]",Hispanic,Urban,3.586121044,186,dp1
"(185.2,186.2]",White,Rural,17.62441461,186,dp1
"(185.2,186.2]",White,Urban,4.456896715,186,dp1
"(186.2,187.2]",Asian,Rural,12.83118847,187,dp1
"(186.2,187.2]",Asian,Urban,2.405487993,187,dp1
"(186.2,187.2]",Black or African American,Rural,22.22302317,187,dp1
"(186.2,187.2]",Black or African American,Urban,4.031440587,187,dp1
"(186.2,187.2]",Hispanic,Rural,21.11878166,187,dp1
"(186.2,187.2]",Hispanic,Urban,3.555941327,187,dp1
"(186.2,187.2]",White,Rural,16.85587553,187,dp1
"(186.2,187.2]",White,Urban,4.416179473,187,dp1
"(187.2,188.2]",Asian,Rural,11.64504767,188,dp1
"(187.2,188.2]",Asian,Urban,2.360127148,188,dp1
"(187.2,188.2]",Black or African American,Rural,15.01439022,188,dp1
"(187.2,188.2]",Black or African American,Urban,4.649772665,188,dp1
"(187.2,188.2]",Hispanic,Rural,15.22571187,188,dp1
"(187.2,188.2]",Hispanic,Urban,3.796949256,188,dp1
"(187.2,188.2]",White,Rural,16.36577014,188,dp1
"(187.2,188.2]",White,Urban,4.658860217,188,dp1
"(188.2,189.1]",Asian,Rural,8.747680986,189,dp1
"(188.2,189.1]",Asian,Urban,2.323485937,189,dp1
"(188.2,189.1]",Black or African American,Rural,21.51907543,189,dp1
"(188.2,189.1]",Black or African American,Urban,3.812831696,189,dp1
"(188.2,189.1]",Hispanic,Rural,14.94537519,189,dp1
"(188.2,189.1]",Hispanic,Urban,3.475013354,189,dp1
"(188.2,189.1]",White,Rural,16.26995446,189,dp1
"(188.2,189.1]",White,Urban,4.423109117,189,dp1
"(189.1,190.1]",Asian,Rural,11.57805272,190,dp1
"(189.1,190.1]",Asian,Urban,2.209570744,190,dp1
"(189.1,190.1]",Black or African American,Rural,19.86306046,190,dp1
"(189.1,190.1]",Black or African American,Urban,4.826343782,190,dp1
"(189.1,190.1]",Hispanic,Rural,11.3309526,190,dp1
"(189.1,190.1]",Hispanic,Urban,3.424920427,190,dp1
"(189.1,190.1]",White,Rural,16.24374215,190,dp1
"(189.1,190.1]",White,Urban,4.883396246,190,dp1
"(190.1,191.1]",Asian,Rural,8.407166425,191,dp1
"(190.1,191.1]",Asian,Urban,2.334159214,191,dp1
"(190.1,191.1]",Black or African American,Rural,17.70923829,191,dp1
"(190.1,191.1]",Black or African American,Urban,3.69862616,191,dp1
"(190.1,191.1]",Hispanic,Rural,14.53766976,191,dp1
"(190.1,191.1]",Hispanic,Urban,3.465637501,191,dp1
"(190.1,191.1]",White,Rural,17.9190286,191,dp1
"(190.1,191.1]",White,Urban,4.38088832,191,dp1
"(191.1,192.1]",Asian,Rural,13.25297038,192,dp1
"(191.1,192.1]",Asian,Urban,2.295985382,192,dp1
"(191.1,192.1]",Black or African American,Rural,15.6739848,192,dp1
"(191.1,192.1]",Black or African American,Urban,3.772967286,192,dp1
"(191.1,192.1]",Hispanic,Rural,12.62831644,192,dp1
"(191.1,192.1]",Hispanic,Urban,3.489396091,192,dp1
"(191.1,192.1]",White,Rural,15.76136041,192,dp1
"(191.1,192.1]",White,Urban,4.375732965,192,dp1
"(192.1,193.1]",Asian,Rural,9.4783268,193,dp1
"(192.1,193.1]",Asian,Urban,2.548135177,193,dp1
"(192.1,193.1]",Black or African American,Rural,13.4166734,193,dp1
"(192.1,193.1]",Black or African American,Urban,4.320563099,193,dp1
"(192.1,193.1]",Hispanic,Rural,12.89976297,193,dp1
"(192.1,193.1]",Hispanic,Urban,3.563358551,193,dp1
"(192.1,193.1]",White,Rural,16.04221913,193,dp1
"(192.1,193.1]",White,Urban,4.525901411,193,dp1
"(193.1,194.1]",Asian,Rural,6.812896691,194,dp1
"(193.1,194.1]",Asian,Urban,2.572024034,194,dp1
"(193.1,194.1]",Black or African American,Rural,15.49591594,194,dp1
"(193.1,194.1]",Black or African American,Urban,3.780329524,194,dp1
"(193.1,194.1]",Hispanic,Rural,12.52343191,194,dp1
"(193.1,194.1]",Hispanic,Urban,3.564832883,194,dp1
"(193.1,194.1]",White,Rural,16.01242547,194,dp1
"(193.1,194.1]",White,Urban,4.38819955,194,dp1
"(194.1,195.1]",Asian,Rural,8.86888314,195,dp1
"(194.1,195.1]",Asian,Urban,2.536792418,195,dp1
"(194.1,195.1]",Black or African American,Rural,18.45195145,195,dp1
"(194.1,195.1]",Black or African American,Urban,3.727455226,195,dp1
"(194.1,195.1]",Hispanic,Rural,12.9203312,195,dp1
"(194.1,195.1]",Hispanic,Urban,3.576390257,195,dp1
"(194.1,195.1]",White,Rural,16.10198119,195,dp1
"(194.1,195.1]",White,Urban,4.441054902,195,dp1
"(195.1,196.1]",Asian,Rural,7.177574924,196,dp1
"(195.1,196.1]",Asian,Urban,2.27088781,196,dp1
"(195.1,196.1]",Black or African American,Rural,20.25326784,196,dp1
